image_id,annotator_id,emotion
38,45,disgust
38,46,neutral
38,47,angry
38,48,angry
38,49,angry
38,50,disgust
38,51,sad
38,52,happy
38,53,angry
38,54,angry
38,55,neutral
38,56,angry
38,57,angry
38,58,angry
38,59,fear
38,60,sad
38,61,sad
38,63,angry
38,65,angry
38,66,neutral
38,67,disgust
38,68,angry
38,70,neutral
38,71,sad
38,72,angry
38,73,angry
38,74,angry
38,76,angry
39,4,sad
39,6,neutral
39,13,sad
39,15,sad
39,22,sad
39,24,neutral
39,26,sad
39,27,sad
39,28,fear
39,31,angry
39,32,sad
39,33,sad
39,34,neutral
39,35,sad
39,36,sad
39,37,sad
39,39,sad
39,40,fear
39,41,sad
39,42,disgust
39,43,angry
39,44,sad
39,45,sad
39,46,sad
39,47,sad
39,48,sad
39,49,disgust
39,50,neutral
39,51,sad
39,52,sad
39,53,sad
39,54,sad
39,55,sad
39,56,sad
39,57,sad
39,58,disgust
39,59,sad
39,60,sad
39,61,sad
39,63,sad
39,64,angry
39,65,disgust
39,66,disgust
39,67,disgust
39,70,sad
39,71,sad
39,72,angry
39,74,neutral
39,75,surprise
39,76,disgust
40,4,sad
40,5,sad
40,6,sad
40,13,sad
40,22,sad
40,24,neutral
40,25,sad
40,26,sad
40,28,neutral
40,31,angry
40,32,sad
40,33,neutral
40,34,fear
40,35,sad
40,36,sad
40,37,sad
40,39,sad
40,40,neutral
40,41,sad
40,42,fear
40,43,disgust
40,44,sad
40,45,sad
40,46,sad
40,47,sad
40,48,sad
40,49,disgust
40,50,neutral
40,51,sad
40,52,sad
40,53,sad
40,54,neutral
40,55,sad
40,56,fear
40,57,sad
40,58,neutral
40,59,sad
40,60,sad
40,61,sad
40,63,sad
40,65,angry
40,66,neutral
40,69,neutral
40,70,sad
40,71,sad
40,72,fear
40,73,neutral
40,74,angry
40,75,disgust
41,4,sad
41,6,neutral
41,10,neutral
41,13,angry
41,22,angry
41,24,neutral
41,26,angry
41,27,angry
41,31,angry
41,32,sad
41,33,angry
41,34,angry
41,35,angry
41,36,sad
41,37,angry
41,39,surprise
41,40,neutral
41,41,surprise
41,43,disgust
41,44,surprise
41,45,surprise
41,46,disgust
41,47,sad
41,48,angry
41,49,disgust
41,50,neutral
41,51,sad
41,52,sad
41,53,angry
41,54,fear
41,55,neutral
41,56,angry
41,57,angry
41,58,neutral
41,59,neutral
41,60,angry
41,61,angry
41,63,angry
41,64,fear
41,65,angry
41,66,disgust
41,67,angry
41,70,angry
41,71,fear
41,72,angry
41,73,angry
41,74,angry
41,75,disgust
42,4,neutral
42,5,neutral
42,6,neutral
42,13,surprise
42,22,sad
42,24,neutral
42,26,angry
42,30,neutral
42,31,angry
42,32,sad
42,33,neutral
42,34,neutral
42,35,neutral
42,36,neutral
42,37,sad
42,39,disgust
42,40,neutral
42,41,neutral
42,43,angry
42,44,angry
42,45,sad
42,46,neutral
42,47,disgust
42,48,neutral
42,49,neutral
42,50,angry
42,51,neutral
42,52,neutral
42,53,surprise
42,54,neutral
42,55,neutral
42,56,neutral
42,58,disgust
42,59,neutral
42,60,disgust
42,61,sad
42,63,neutral
42,65,disgust
42,66,neutral
42,67,angry
42,70,sad
42,71,sad
42,72,sad
42,73,neutral
42,75,angry
43,4,sad
43,6,neutral
43,10,neutral
43,13,sad
43,22,sad
43,24,neutral
43,26,angry
43,27,sad
43,28,sad
43,31,neutral
43,32,sad
43,33,neutral
43,34,fear
43,35,sad
43,36,sad
43,37,sad
43,38,neutral
43,39,sad
43,40,neutral
43,41,disgust
43,43,angry
43,44,sad
43,45,neutral
43,46,surprise
43,47,surprise
43,48,neutral
43,49,neutral
43,50,angry
43,51,neutral
43,52,sad
43,53,neutral
43,54,neutral
43,55,neutral
43,56,fear
43,57,neutral
43,58,disgust
43,59,fear
43,60,disgust
43,61,sad
43,63,sad
43,65,angry
43,66,neutral
43,68,neutral
43,70,sad
43,72,sad
43,73,neutral
43,74,disgust
44,4,neutral
44,6,neutral
44,13,sad
44,16,angry
44,22,sad
44,24,surprise
44,26,angry
44,31,angry
44,32,sad
44,33,disgust
44,34,disgust
44,35,sad
44,36,fear
44,37,sad
44,39,surprise
44,40,surprise
44,41,sad
44,43,disgust
44,44,disgust
44,45,sad
44,46,neutral
44,47,sad
44,48,neutral
44,49,disgust
44,50,disgust
44,51,sad
44,52,fear
44,53,disgust
44,54,fear
44,55,surprise
44,56,surprise
44,57,surprise
44,58,disgust
44,59,neutral
44,60,surprise
44,61,sad
44,63,angry
44,65,angry
44,66,angry
44,67,disgust
44,69,angry
44,70,sad
44,71,sad
44,72,fear
44,74,neutral
44,75,disgust
45,4,sad
45,6,neutral
45,13,angry
45,15,sad
45,22,sad
45,24,neutral
45,26,disgust
45,31,angry
45,32,fear
45,33,neutral
45,34,neutral
45,35,sad
45,36,neutral
45,37,fear
45,38,neutral
45,39,fear
45,40,neutral
45,41,sad
45,43,surprise
45,44,neutral
45,45,neutral
45,46,neutral
45,47,sad
45,48,neutral
45,49,disgust
45,51,sad
45,52,sad
45,53,sad
45,54,neutral
45,55,neutral
45,56,neutral
45,57,neutral
45,58,disgust
45,59,sad
45,60,disgust
45,61,neutral
45,62,sad
45,63,neutral
45,65,disgust
45,66,neutral
45,67,angry
45,70,angry
45,71,sad
45,72,fear
45,73,sad
45,74,neutral
45,75,surprise
45,77,sad
46,4,neutral
46,6,neutral
46,13,disgust
46,22,sad
46,24,neutral
46,26,neutral
46,28,neutral
46,31,neutral
46,32,neutral
46,33,neutral
46,34,neutral
46,35,disgust
46,36,neutral
46,37,neutral
46,38,neutral
46,39,surprise
46,40,neutral
46,41,neutral
46,43,neutral
46,44,disgust
46,45,neutral
46,46,neutral
46,47,neutral
46,48,neutral
46,49,neutral
46,50,neutral
46,51,neutral
46,52,neutral
46,53,surprise
46,54,neutral
46,55,neutral
46,56,neutral
46,57,surprise
46,58,neutral
46,59,neutral
46,60,neutral
46,61,neutral
46,63,happy
46,65,disgust
46,66,neutral
46,68,neutral
46,70,angry
46,71,fear
46,72,angry
46,73,surprise
46,74,disgust
46,75,neutral
47,4,neutral
47,6,neutral
47,11,angry
47,13,angry
47,22,sad
47,24,neutral
47,26,angry
47,31,fear
47,32,disgust
47,33,disgust
47,34,neutral
47,35,neutral
47,36,neutral
47,37,neutral
47,38,neutral
47,39,surprise
47,40,neutral
47,41,disgust
47,43,neutral
47,44,angry
47,45,disgust
47,46,angry
47,47,neutral
47,48,neutral
47,49,neutral
47,50,neutral
47,51,angry
47,52,neutral
47,53,sad
47,54,disgust
47,55,sad
47,56,neutral
47,57,sad
47,58,angry
47,59,neutral
47,60,disgust
47,61,neutral
47,63,angry
47,65,disgust
47,66,disgust
47,67,angry
47,70,angry
47,71,disgust
47,72,angry
47,73,angry
48,4,neutral
48,6,neutral
48,12,happy
48,13,neutral
48,20,surprise
48,22,surprise
48,24,neutral
48,26,neutral
48,28,surprise
48,31,neutral
48,32,disgust
48,33,disgust
48,34,neutral
48,35,neutral
48,36,neutral
48,37,neutral
48,38,neutral
48,39,surprise
48,40,neutral
48,41,neutral
48,42,neutral
48,43,neutral
48,44,neutral
48,45,neutral
48,46,neutral
48,47,neutral
48,48,neutral
48,49,sad
48,50,neutral
48,51,neutral
48,52,neutral
48,53,neutral
48,54,neutral
48,55,neutral
48,56,fear
48,57,sad
48,58,angry
48,59,neutral
48,60,angry
48,61,neutral
48,63,neutral
48,64,angry
48,65,angry
48,66,neutral
48,67,happy
48,70,happy
48,71,neutral
48,72,neutral
48,73,neutral
49,4,sad
49,5,sad
49,6,sad
49,13,sad
49,22,sad
49,24,sad
49,26,sad
49,30,sad
49,31,neutral
49,32,sad
49,33,neutral
49,34,sad
49,35,sad
49,36,neutral
49,37,neutral
49,39,sad
49,40,neutral
49,41,sad
49,43,sad
49,44,sad
49,45,sad
49,46,sad
49,47,neutral
49,48,sad
49,49,neutral
49,50,disgust
49,51,sad
49,52,sad
49,53,sad
49,54,disgust
49,55,sad
49,56,sad
49,58,neutral
49,59,neutral
49,60,neutral
49,61,sad
49,63,sad
49,65,neutral
49,66,neutral
49,67,sad
49,68,sad
49,70,neutral
49,71,sad
49,72,disgust
49,73,sad
49,74,disgust
49,76,sad
49,77,disgust
50,4,neutral
50,6,angry
50,13,angry
50,20,angry
50,22,sad
50,24,fear
50,26,angry
50,31,neutral
50,32,neutral
50,33,disgust
50,34,neutral
50,35,angry
50,36,angry
50,37,neutral
50,39,disgust
50,40,neutral
50,41,angry
50,43,angry
50,44,angry
50,45,disgust
50,46,surprise
50,47,neutral
50,48,neutral
50,49,angry
50,50,neutral
50,51,angry
50,52,disgust
50,53,sad
50,54,neutral
50,55,neutral
50,56,fear
50,57,surprise
50,58,neutral
50,59,neutral
50,60,angry
50,61,angry
50,63,disgust
50,64,sad
50,65,neutral
50,66,neutral
50,70,angry
50,71,disgust
50,72,angry
50,73,angry
50,74,disgust
50,75,angry
50,76,disgust
51,4,neutral
51,6,neutral
51,13,neutral
51,22,neutral
51,24,neutral
51,26,disgust
51,27,happy
51,31,fear
51,32,sad
51,33,neutral
51,34,happy
51,35,sad
51,36,happy
51,37,neutral
51,39,neutral
51,40,neutral
51,41,neutral
51,43,neutral
51,44,angry
51,45,neutral
51,46,happy
51,47,neutral
51,48,neutral
51,49,neutral
51,50,disgust
51,51,neutral
51,52,neutral
51,53,neutral
51,54,neutral
51,55,sad
51,56,fear
51,57,surprise
51,58,neutral
51,59,neutral
51,60,neutral
51,61,neutral
51,63,angry
51,64,neutral
51,65,neutral
51,66,neutral
51,70,neutral
51,71,fear
51,72,happy
51,73,neutral
51,74,neutral
51,75,neutral
51,76,neutral
52,4,happy
52,6,happy
52,10,happy
52,13,happy
52,22,happy
52,24,happy
52,26,happy
52,27,happy
52,30,happy
52,31,happy
52,32,happy
52,33,happy
52,34,happy
52,35,happy
52,36,happy
52,39,happy
52,40,happy
52,41,happy
52,43,happy
52,44,happy
52,45,happy
52,46,happy
52,47,happy
52,48,happy
52,49,happy
52,50,happy
52,51,happy
52,52,happy
52,53,happy
52,54,happy
52,55,happy
52,56,happy
52,57,happy
52,58,happy
52,59,happy
52,60,happy
52,61,happy
52,63,happy
52,65,happy
52,66,happy
52,67,happy
52,69,happy
52,70,happy
52,71,happy
52,72,happy
52,73,happy
52,74,happy
52,76,happy
53,4,disgust
53,5,angry
53,6,happy
53,13,happy
53,22,surprise
53,24,happy
53,26,happy
53,28,happy
53,31,neutral
53,32,happy
53,33,happy
53,34,happy
53,35,disgust
53,36,disgust
53,37,happy
53,39,happy
53,40,happy
53,41,happy
53,43,disgust
53,44,happy
53,45,happy
53,46,happy
53,47,happy
53,48,happy
53,49,disgust
53,50,disgust
53,51,happy
53,52,happy
53,53,happy
53,54,disgust
53,55,happy
53,56,disgust
53,57,disgust
53,58,happy
53,59,disgust
53,60,disgust
53,61,happy
53,63,happy
53,65,disgust
53,66,happy
53,67,disgust
53,70,happy
53,71,disgust
53,72,happy
53,73,happy
53,76,disgust
54,4,neutral
54,5,neutral
54,6,neutral
54,13,angry
54,20,fear
54,22,surprise
54,24,neutral
54,26,angry
54,31,angry
54,32,neutral
54,33,surprise
54,34,happy
54,35,angry
54,36,disgust
54,37,neutral
54,39,angry
54,40,neutral
54,41,angry
54,43,disgust
54,44,angry
54,45,neutral
54,46,neutral
54,47,neutral
54,48,neutral
54,49,neutral
54,50,angry
54,51,angry
54,52,angry
54,53,neutral
54,54,angry
54,55,neutral
54,56,surprise
54,57,neutral
54,58,neutral
54,59,surprise
54,60,neutral
54,61,neutral
54,63,surprise
54,65,neutral
54,66,angry
54,67,angry
54,70,sad
54,71,fear
54,72,neutral
54,73,angry
54,74,neutral
54,75,neutral
55,4,neutral
55,6,neutral
55,13,neutral
55,22,neutral
55,24,neutral
55,26,surprise
55,27,neutral
55,28,surprise
55,31,neutral
55,32,neutral
55,33,surprise
55,34,neutral
55,35,neutral
55,36,neutral
55,37,neutral
55,38,neutral
55,39,neutral
55,40,neutral
55,41,angry
55,43,disgust
55,44,neutral
55,45,neutral
55,46,neutral
55,47,neutral
55,48,neutral
55,49,neutral
55,50,neutral
55,51,neutral
55,52,disgust
55,53,neutral
55,54,neutral
55,55,happy
55,56,neutral
55,57,happy
55,58,surprise
55,59,neutral
55,60,neutral
55,61,neutral
55,63,angry
55,65,neutral
55,66,neutral
55,67,happy
55,70,happy
55,71,neutral
55,72,neutral
55,73,angry
55,74,neutral
56,4,neutral
56,6,neutral
56,13,surprise
56,22,neutral
56,24,neutral
56,26,happy
56,27,neutral
56,31,happy
56,32,fear
56,33,happy
56,34,happy
56,35,neutral
56,36,neutral
56,37,neutral
56,39,happy
56,40,neutral
56,41,neutral
56,43,surprise
56,44,neutral
56,45,happy
56,46,neutral
56,47,surprise
56,48,neutral
56,49,happy
56,50,neutral
56,51,surprise
56,52,neutral
56,53,neutral
56,54,neutral
56,55,happy
56,56,neutral
56,57,surprise
56,58,happy
56,59,surprise
56,60,neutral
56,61,neutral
56,63,neutral
56,65,surprise
56,66,happy
56,68,neutral
56,70,happy
56,71,happy
56,72,surprise
56,73,happy
57,4,happy
57,6,happy
57,13,surprise
57,20,happy
57,22,happy
57,24,neutral
57,26,happy
57,27,neutral
57,28,surprise
57,31,neutral
57,32,disgust
57,33,happy
57,34,happy
57,35,neutral
57,36,happy
57,37,neutral
57,38,neutral
57,39,happy
57,40,happy
57,41,happy
57,43,happy
57,44,happy
57,45,happy
57,46,neutral
57,47,neutral
57,48,happy
57,49,happy
57,50,happy
57,51,neutral
57,52,happy
57,53,happy
57,54,happy
57,55,happy
57,56,happy
57,57,happy
57,58,happy
57,59,happy
57,60,happy
57,61,happy
57,63,happy
57,65,neutral
57,66,happy
57,67,surprise
57,70,happy
57,71,happy
57,72,happy
57,73,happy
57,76,neutral
58,4,happy
58,5,happy
58,6,happy
58,13,happy
58,20,happy
58,22,happy
58,24,happy
58,26,happy
58,27,happy
58,28,happy
58,31,happy
58,32,happy
58,33,happy
58,34,happy
58,35,happy
58,36,happy
58,37,happy
58,38,happy
58,39,happy
58,40,happy
58,41,happy
58,43,happy
58,44,happy
58,45,happy
58,46,happy
58,47,happy
58,48,happy
58,49,happy
58,50,happy
58,51,happy
58,52,happy
58,53,happy
58,54,happy
58,55,happy
58,56,happy
58,57,happy
58,58,happy
58,59,happy
58,60,happy
58,61,happy
58,63,happy
58,65,happy
58,66,happy
58,67,happy
58,70,happy
58,71,happy
58,72,happy
58,73,happy
58,75,happy
58,76,happy
59,4,happy
59,6,happy
59,13,happy
59,20,happy
59,22,happy
59,24,happy
59,26,happy
59,28,happy
59,31,neutral
59,32,happy
59,33,happy
59,34,happy
59,35,happy
59,36,happy
59,37,happy
59,39,happy
59,40,happy
59,41,happy
59,43,happy
59,44,happy
59,45,happy
59,46,happy
59,47,happy
59,48,happy
59,49,happy
59,50,happy
59,51,happy
59,52,happy
59,53,happy
59,54,happy
59,55,happy
59,56,happy
59,57,happy
59,58,happy
59,59,happy
59,60,happy
59,61,happy
59,63,happy
59,65,happy
59,66,happy
59,67,happy
59,69,happy
59,70,happy
59,71,happy
59,72,happy
59,73,happy
60,4,neutral
60,6,surprise
60,13,fear
60,15,neutral
60,16,neutral
60,20,surprise
60,22,neutral
60,24,neutral
60,26,surprise
60,27,neutral
60,28,surprise
60,31,neutral
60,32,neutral
60,33,surprise
60,34,happy
60,35,sad
60,36,neutral
60,37,neutral
60,39,neutral
60,40,neutral
60,41,surprise
60,43,fear
60,44,surprise
60,45,neutral
60,46,fear
60,47,neutral
60,48,neutral
60,49,neutral
60,50,neutral
60,51,neutral
60,52,neutral
60,53,neutral
60,54,neutral
60,55,happy
60,56,neutral
60,57,neutral
60,58,neutral
60,59,fear
60,60,fear
60,61,neutral
60,65,surprise
60,66,neutral
60,67,angry
60,70,fear
60,71,neutral
60,72,angry
60,73,neutral
60,75,surprise
61,4,neutral
61,6,neutral
61,10,sad
61,13,surprise
61,22,neutral
61,24,sad
61,26,neutral
61,28,surprise
61,31,neutral
61,32,neutral
61,33,happy
61,34,happy
61,35,neutral
61,36,neutral
61,37,surprise
61,39,sad
61,40,neutral
61,41,neutral
61,43,disgust
61,44,sad
61,45,neutral
61,46,sad
61,47,neutral
61,48,neutral
61,49,disgust
61,50,disgust
61,51,surprise
61,52,neutral
61,53,neutral
61,54,fear
61,55,neutral
61,56,happy
61,57,neutral
61,58,surprise
61,59,surprise
61,60,neutral
61,61,fear
61,63,neutral
61,65,neutral
61,66,neutral
61,67,happy
61,68,neutral
61,70,fear
61,71,surprise
61,72,angry
61,73,surprise
61,76,disgust
62,4,neutral
62,6,happy
62,13,fear
62,20,neutral
62,22,neutral
62,24,neutral
62,26,happy
62,27,neutral
62,31,neutral
62,32,neutral
62,33,happy
62,34,happy
62,35,neutral
62,36,neutral
62,37,neutral
62,39,neutral
62,40,neutral
62,41,happy
62,43,surprise
62,44,neutral
62,45,happy
62,46,neutral
62,47,neutral
62,48,neutral
62,49,happy
62,50,neutral
62,51,neutral
62,52,neutral
62,53,neutral
62,54,neutral
62,55,neutral
62,56,happy
62,57,surprise
62,58,surprise
62,59,neutral
62,60,neutral
62,61,neutral
62,63,neutral
62,65,neutral
62,66,neutral
62,67,disgust
62,70,happy
62,71,neutral
62,72,neutral
62,73,neutral
62,76,angry
63,4,neutral
63,6,neutral
63,22,neutral
63,24,neutral
63,26,happy
63,31,happy
63,32,happy
63,33,happy
63,34,happy
63,35,neutral
63,36,neutral
63,37,neutral
63,38,neutral
63,39,happy
63,40,happy
63,41,happy
63,43,happy
63,44,happy
63,45,happy
63,46,happy
63,47,neutral
63,48,happy
63,49,happy
63,50,happy
63,51,happy
63,52,happy
63,53,happy
63,54,happy
63,55,happy
63,56,happy
63,57,happy
63,58,happy
63,59,neutral
63,60,happy
63,61,happy
63,63,neutral
63,65,neutral
63,66,happy
63,67,happy
63,69,happy
63,70,happy
63,71,happy
63,72,happy
63,73,happy
63,75,happy
64,4,surprise
64,6,surprise
64,11,fear
64,13,fear
64,15,surprise
64,20,surprise
64,22,surprise
64,24,surprise
64,26,fear
64,27,fear
64,31,neutral
64,32,angry
64,33,surprise
64,34,fear
64,35,fear
64,36,neutral
64,37,fear
64,39,surprise
64,40,neutral
64,41,disgust
64,43,fear
64,44,fear
64,45,surprise
64,46,surprise
64,47,surprise
64,48,neutral
64,49,fear
64,50,neutral
64,51,surprise
64,52,fear
64,53,surprise
64,54,fear
64,55,surprise
64,56,fear
64,57,fear
64,58,surprise
64,59,neutral
64,60,happy
64,61,fear
64,63,fear
64,65,surprise
64,66,disgust
64,67,surprise
64,69,neutral
64,70,disgust
64,71,fear
64,72,disgust
64,73,fear
64,76,fear
65,4,surprise
65,6,surprise
65,11,surprise
65,12,fear
65,13,surprise
65,20,sad
65,22,surprise
65,24,surprise
65,26,surprise
65,28,disgust
65,31,neutral
65,32,neutral
65,33,surprise
65,34,happy
65,35,surprise
65,36,fear
65,37,surprise
65,39,surprise
65,40,surprise
65,41,neutral
65,42,surprise
65,43,surprise
65,44,surprise
65,45,neutral
65,46,surprise
65,47,neutral
65,48,surprise
65,49,surprise
65,50,neutral
65,51,disgust
65,52,surprise
65,53,surprise
65,54,neutral
65,55,neutral
65,56,surprise
65,58,surprise
65,59,fear
65,60,neutral
65,61,fear
65,63,surprise
65,65,neutral
65,66,surprise
65,67,disgust
65,70,surprise
65,71,neutral
65,72,surprise
65,73,surprise
65,74,surprise
66,4,neutral
66,6,neutral
66,12,sad
66,13,neutral
66,22,neutral
66,24,neutral
66,26,neutral
66,31,neutral
66,32,neutral
66,33,neutral
66,34,angry
66,35,neutral
66,36,disgust
66,37,disgust
66,39,neutral
66,40,neutral
66,41,neutral
66,42,neutral
66,43,neutral
66,44,disgust
66,45,neutral
66,46,neutral
66,47,neutral
66,48,neutral
66,49,neutral
66,50,neutral
66,51,happy
66,52,neutral
66,53,neutral
66,54,happy
66,55,neutral
66,56,neutral
66,57,neutral
66,58,neutral
66,59,neutral
66,60,neutral
66,61,neutral
66,63,neutral
66,64,disgust
66,65,neutral
66,66,neutral
66,67,surprise
66,70,neutral
66,71,fear
66,72,happy
66,73,surprise
66,74,neutral
66,75,neutral
67,4,neutral
67,6,surprise
67,13,neutral
67,15,neutral
67,16,disgust
67,22,neutral
67,24,neutral
67,26,disgust
67,28,angry
67,31,neutral
67,32,neutral
67,33,neutral
67,34,angry
67,35,angry
67,36,neutral
67,37,disgust
67,39,neutral
67,40,happy
67,41,neutral
67,42,neutral
67,43,surprise
67,44,happy
67,45,happy
67,46,neutral
67,47,neutral
67,48,neutral
67,49,neutral
67,50,neutral
67,51,disgust
67,52,neutral
67,53,neutral
67,54,neutral
67,55,sad
67,56,neutral
67,58,surprise
67,59,neutral
67,60,neutral
67,61,neutral
67,63,happy
67,64,happy
67,65,neutral
67,66,neutral
67,67,happy
67,68,neutral
67,69,neutral
67,70,disgust
67,71,neutral
67,72,happy
67,73,disgust
67,74,neutral
67,75,surprise
68,4,neutral
68,6,happy
68,13,angry
68,16,sad
68,22,neutral
68,24,neutral
68,26,neutral
68,28,neutral
68,31,neutral
68,32,neutral
68,33,neutral
68,34,fear
68,35,neutral
68,36,angry
68,37,neutral
68,39,happy
68,40,neutral
68,41,disgust
68,42,neutral
68,43,neutral
68,44,happy
68,45,neutral
68,46,neutral
68,47,happy
68,48,neutral
68,49,disgust
68,50,neutral
68,51,disgust
68,52,neutral
68,53,neutral
68,54,neutral
68,55,neutral
68,56,surprise
68,58,disgust
68,59,happy
68,60,neutral
68,61,happy
68,63,happy
68,65,surprise
68,66,neutral
68,67,happy
68,68,neutral
68,69,neutral
68,70,neutral
68,71,angry
68,72,happy
68,73,happy
69,3,neutral
69,4,neutral
69,5,neutral
69,6,neutral
69,12,neutral
69,13,angry
69,22,neutral
69,24,neutral
69,26,angry
69,27,neutral
69,29,neutral
69,31,neutral
69,32,neutral
69,33,neutral
69,34,neutral
69,35,neutral
69,36,disgust
69,37,neutral
69,39,angry
69,40,neutral
69,41,neutral
69,42,neutral
69,43,angry
69,44,angry
69,45,disgust
69,46,angry
69,47,neutral
69,48,neutral
69,49,neutral
69,50,neutral
69,51,neutral
69,52,neutral
69,53,neutral
69,54,neutral
69,55,neutral
69,56,disgust
69,58,surprise
69,59,neutral
69,60,neutral
69,61,neutral
69,63,neutral
69,65,neutral
69,66,neutral
69,67,disgust
69,68,neutral
69,70,neutral
69,71,surprise
69,72,angry
69,73,neutral
69,74,neutral
70,4,neutral
70,6,neutral
70,13,sad
70,21,neutral
70,22,neutral
70,24,neutral
70,26,neutral
70,27,neutral
70,31,neutral
70,32,neutral
70,33,neutral
70,34,neutral
70,35,disgust
70,36,neutral
70,37,neutral
70,39,neutral
70,40,neutral
70,41,neutral
70,42,neutral
70,43,neutral
70,44,neutral
70,45,neutral
70,46,sad
70,47,neutral
70,48,neutral
70,49,neutral
70,50,neutral
70,51,neutral
70,52,neutral
70,53,neutral
70,54,neutral
70,55,neutral
70,56,neutral
70,58,neutral
70,59,sad
70,60,neutral
70,61,neutral
70,62,neutral
70,63,neutral
70,65,neutral
70,66,neutral
70,67,happy
70,68,neutral
70,70,angry
70,71,surprise
70,72,surprise
70,73,neutral
71,4,neutral
71,6,neutral
71,13,sad
71,15,sad
71,21,sad
71,22,sad
71,24,neutral
71,26,angry
71,28,sad
71,29,neutral
71,31,neutral
71,32,neutral
71,33,neutral
71,34,disgust
71,35,neutral
71,36,neutral
71,37,neutral
71,39,sad
71,40,neutral
71,41,neutral
71,42,neutral
71,43,angry
71,44,disgust
71,45,neutral
71,46,neutral
71,47,neutral
71,48,neutral
71,49,neutral
71,50,neutral
71,51,neutral
71,52,neutral
71,53,neutral
71,54,sad
71,55,neutral
71,56,disgust
71,57,disgust
71,58,surprise
71,59,neutral
71,60,neutral
71,61,sad
71,63,neutral
71,64,disgust
71,65,disgust
71,66,neutral
71,67,surprise
71,68,sad
71,70,neutral
71,71,sad
71,72,angry
71,73,disgust
71,74,sad
71,75,angry
72,4,neutral
72,5,neutral
72,6,neutral
72,13,neutral
72,22,neutral
72,24,neutral
72,26,surprise
72,28,surprise
72,31,neutral
72,32,neutral
72,33,neutral
72,34,surprise
72,35,neutral
72,36,neutral
72,37,surprise
72,39,neutral
72,40,neutral
72,41,surprise
72,42,surprise
72,43,surprise
72,44,neutral
72,45,neutral
72,46,neutral
72,47,neutral
72,48,surprise
72,49,surprise
72,50,neutral
72,51,surprise
72,52,surprise
72,53,surprise
72,54,neutral
72,55,neutral
72,56,surprise
72,58,surprise
72,59,surprise
72,60,neutral
72,61,neutral
72,63,neutral
72,65,neutral
72,66,neutral
72,67,surprise
72,68,surprise
72,70,neutral
72,72,angry
72,73,neutral
72,74,surprise
73,3,neutral
73,4,neutral
73,6,neutral
73,13,angry
73,14,sad
73,22,neutral
73,24,neutral
73,26,disgust
73,27,sad
73,31,neutral
73,32,neutral
73,33,surprise
73,34,fear
73,35,neutral
73,36,neutral
73,37,surprise
73,39,neutral
73,40,neutral
73,41,neutral
73,42,surprise
73,43,disgust
73,44,neutral
73,45,surprise
73,46,neutral
73,47,neutral
73,48,surprise
73,49,neutral
73,50,surprise
73,51,neutral
73,52,neutral
73,53,neutral
73,54,surprise
73,55,sad
73,56,neutral
73,58,surprise
73,59,surprise
73,60,neutral
73,61,neutral
73,63,neutral
73,64,disgust
73,65,neutral
73,66,neutral
73,67,surprise
73,68,neutral
73,70,neutral
73,71,neutral
73,72,angry
73,73,surprise
73,74,neutral
74,3,neutral
74,4,happy
74,6,neutral
74,13,neutral
74,20,surprise
74,22,happy
74,24,happy
74,26,happy
74,28,happy
74,31,neutral
74,32,neutral
74,33,happy
74,34,happy
74,35,happy
74,36,sad
74,37,neutral
74,39,happy
74,40,happy
74,41,happy
74,42,neutral
74,43,happy
74,44,happy
74,45,happy
74,46,neutral
74,47,neutral
74,48,happy
74,49,happy
74,50,neutral
74,51,happy
74,52,neutral
74,53,happy
74,54,neutral
74,55,surprise
74,56,neutral
74,57,happy
74,58,happy
74,59,happy
74,60,neutral
74,61,happy
74,63,happy
74,65,disgust
74,66,neutral
74,67,happy
74,70,happy
74,71,happy
74,72,neutral
74,73,happy
74,74,happy
75,4,happy
75,6,happy
75,13,happy
75,22,happy
75,24,happy
75,25,happy
75,26,happy
75,31,happy
75,32,happy
75,33,happy
75,34,happy
75,35,happy
75,36,happy
75,37,happy
75,39,happy
75,40,happy
75,41,happy
75,42,happy
75,43,happy
75,44,happy
75,45,happy
75,46,happy
75,47,happy
75,48,happy
75,49,happy
75,50,neutral
75,51,happy
75,52,happy
75,53,happy
75,54,happy
75,55,happy
75,56,happy
75,58,happy
75,59,happy
75,60,happy
75,61,happy
75,63,happy
75,64,happy
75,65,happy
75,66,happy
75,67,happy
75,70,happy
75,71,happy
75,72,happy
75,73,happy
75,75,surprise
76,4,neutral
76,6,neutral
76,13,surprise
76,22,neutral
76,24,neutral
76,26,surprise
76,31,surprise
76,32,neutral
76,33,neutral
76,34,neutral
76,35,neutral
76,36,neutral
76,37,neutral
76,39,neutral
76,40,neutral
76,41,surprise
76,42,surprise
76,43,surprise
76,44,neutral
76,45,happy
76,46,neutral
76,47,neutral
76,48,surprise
76,49,surprise
76,50,neutral
76,51,neutral
76,52,surprise
76,53,neutral
76,54,surprise
76,55,happy
76,56,surprise
76,58,surprise
76,59,surprise
76,60,surprise
76,61,surprise
76,63,surprise
76,65,surprise
76,66,neutral
76,67,disgust
76,70,neutral
76,71,surprise
76,72,surprise
76,73,neutral
77,4,surprise
77,6,neutral
77,13,surprise
77,22,surprise
77,24,surprise
77,26,surprise
77,27,neutral
77,28,surprise
77,31,neutral
77,32,angry
77,33,surprise
77,34,surprise
77,35,neutral
77,36,neutral
77,37,surprise
77,39,surprise
